Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;odd_H;odd_D;odd_A;odd_over25
SP1;13/08/2021;Valencia;Getafe;1;0;H;1;0;H;2.55;3;3.1;2.62
SP1;14/08/2021;Cadiz;Levante;1;1;D;0;1;A;2.8;3.25;2.6;2.1
SP1;14/08/2021;Mallorca;Betis;1;1;D;1;0;H;3.3;3.4;2.2;2
SP1;14/08/2021;Alaves;Real Madrid;1;4;A;0;0;D;7;4.75;1.44;1.8
SP1;14/08/2021;Osasuna;Espanol;0;0;D;0;0;D;2.25;3.2;3.4;2.3
SP1;15/08/2021;Celta;Ath Madrid;1;2;A;0;1;A;4.2;3.4;1.9;2.2
SP1;15/08/2021;Barcelona;Sociedad;4;2;H;2;0;H;1.72;4;4.5;1.57
SP1;15/08/2021;Sevilla;Vallecano;3;0;H;1;0;H;1.44;4.2;8;1.99
SP1;16/08/2021;Villarreal;Granada;0;0;D;0;0;D;1.53;4.2;6.5;1.89
SP1;16/08/2021;Elche;Ath Bilbao;0;0;D;0;0;D;3.8;3.3;2.05;2.37
SP1;20/08/2021;Betis;Cadiz;1;1;D;1;1;D;1.5;4.2;7;1.9
SP1;21/08/2021;Alaves;Mallorca;0;1;A;0;0;D;2.25;3.2;3.4;2.5
SP1;21/08/2021;Espanol;Villarreal;0;0;D;0;0;D;3.1;3.4;2.3;2.2
SP1;21/08/2021;Granada;Valencia;1;1;D;1;0;H;2.45;3.4;2.87;2.3
SP1;21/08/2021;Ath Bilbao;Barcelona;1;1;D;0;0;D;4;3.75;1.85;1.8
SP1;22/08/2021;Sociedad;Vallecano;1;0;H;0;0;D;1.44;4.33;7.5;1.8
SP1;22/08/2021;Ath Madrid;Elche;1;0;H;1;0;H;1.22;5.75;17;1.9
SP1;22/08/2021;Levante;Real Madrid;3;3;D;0;1;A;5;4.33;1.6;1.61
SP1;23/08/2021;Getafe;Sevilla;0;1;A;0;0;D;3.5;3.2;2.2;2.5
SP1;23/08/2021;Osasuna;Celta;0;0;D;0;0;D;2.62;3.25;2.75;2.2
SP1;27/08/2021;Mallorca;Espanol;1;0;H;1;0;H;2.6;2.9;3.1;2.75
SP1;27/08/2021;Valencia;Alaves;3;0;H;2;0;H;1.75;3.6;4.75;2.2
SP1;28/08/2021;Celta;Ath Bilbao;0;1;A;0;1;A;2.4;3.2;3.1;2.3
SP1;28/08/2021;Elche;Sevilla;1;1;D;1;1;D;5;3.6;1.72;2.2
SP1;28/08/2021;Sociedad;Levante;1;0;H;1;0;H;1.53;4.2;6;1.72
SP1;28/08/2021;Betis;Real Madrid;0;1;A;0;0;D;4.2;3.8;1.8;1.66
SP1;29/08/2021;Barcelona;Getafe;2;1;H;2;1;H;1.4;4.75;7.5;1.72
SP1;29/08/2021;Cadiz;Osasuna;2;3;A;1;0;H;3.2;3;2.45;2.5
SP1;29/08/2021;Vallecano;Granada;4;0;H;3;0;H;2.55;3.2;2.87;2.3
SP1;29/08/2021;Ath Madrid;Villarreal;2;2;D;0;0;D;1.75;3.4;5.25;2.2
SP1;11/09/2021;Levante;Vallecano;1;1;D;1;0;H;2.1;3.4;3.5;2
SP1;11/09/2021;Ath Bilbao;Mallorca;2;0;H;0;0;D;1.72;3.6;5.25;2.3
SP1;12/09/2021;Espanol;Ath Madrid;1;2;A;1;0;H;4.33;3.3;1.9;2.37
SP1;12/09/2021;Osasuna;Valencia;1;4;A;1;1;D;2.4;3.2;3.1;2.3
SP1;12/09/2021;Cadiz;Sociedad;0;2;A;0;0;D;5;3.6;1.75;2.1
SP1;12/09/2021;Real Madrid;Celta;5;2;H;1;2;A;1.36;5.25;8;1.53
SP1;13/09/2021;Getafe;Elche;0;1;A;0;0;D;1.8;3.4;4.75;2.75
SP1;13/09/2021;Granada;Betis;1;2;A;0;1;A;3.1;3.25;2.37;2.1
SP1;17/09/2021;Celta;Cadiz;1;2;A;0;2;A;1.45;4.33;7;1.9
SP1;18/09/2021;Vallecano;Getafe;3;0;H;1;0;H;2.37;2.9;3.4;2.62
SP1;18/09/2021;Ath Madrid;Ath Bilbao;0;0;D;0;0;D;1.65;3.6;6;2.3
