Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;odd_H;odd_D;odd_A;odd_over25
SP1;27/08/2005;Alaves;Barcelona;0;0;D;0;0;D;7;3.75;1.5;1.78
SP1;27/08/2005;Ath Bilbao;Sociedad;3;0;H;0;0;D;2;3.25;3.25;1.85
SP1;27/08/2005;Valencia;Betis;1;0;H;0;0;D;2;3.25;3.25;1.99
SP1;28/08/2005;Ath Madrid;Zaragoza;0;0;D;0;0;D;1.72;3.4;4;1.97
SP1;28/08/2005;Cadiz;Real Madrid;1;2;A;0;1;A;7.5;4;1.44;1.7
SP1;28/08/2005;Celta;Malaga;2;0;H;1;0;H;2.1;3.25;3;2.02
SP1;28/08/2005;Espanol;Getafe;0;2;A;0;0;D;1.61;3.4;5;1.96
SP1;28/08/2005;Mallorca;La Coruna;0;1;A;0;1;A;2.7;3.2;2.3;1.88
SP1;28/08/2005;Osasuna;Villarreal;2;1;H;1;0;H;2.7;3.2;2.3;1.95
SP1;28/08/2005;Sevilla;Santander;1;0;H;1;0;H;1.66;3.4;4.5;1.94
SP1;10/09/2005;Betis;Osasuna;1;0;H;0;0;D;1.66;3.4;4.5;1.91
SP1;10/09/2005;La Coruna;Ath Madrid;1;0;H;0;0;D;2;3.25;3.25;2.05
SP1;10/09/2005;Real Madrid;Celta;2;3;A;2;2;D;1.25;5;9;1.58
SP1;11/09/2005;Barcelona;Mallorca;2;0;H;2;0;H;1.2;5;12;1.57
SP1;11/09/2005;Getafe;Ath Bilbao;1;1;D;1;1;D;2.3;3.2;2.7;2.03
SP1;11/09/2005;Malaga;Espanol;1;2;A;0;0;D;2.1;3.25;3;2.02
SP1;11/09/2005;Santander;Cadiz;0;1;A;0;0;D;1.9;3.25;3.5;2.02
SP1;11/09/2005;Sociedad;Alaves;2;1;H;2;0;H;1.9;3.25;3.5;1.98
SP1;11/09/2005;Villarreal;Sevilla;1;1;D;0;1;A;1.8;3.25;4;2.01
SP1;11/09/2005;Zaragoza;Valencia;2;2;D;2;1;H;2.5;3.2;2.5;2.07
SP1;17/09/2005;Mallorca;Sociedad;5;2;H;1;2;A;2.3;3.2;3;2.01
SP1;17/09/2005;Valencia;La Coruna;2;2;D;0;1;A;2;3.2;3.75;2.04
SP1;18/09/2005;Alaves;Getafe;3;4;A;2;3;A;2.2;3.25;3.2;2.07
SP1;18/09/2005;Ath Bilbao;Malaga;1;2;A;0;0;D;1.72;3.3;5;1.96
SP1;18/09/2005;Ath Madrid;Barcelona;2;1;H;1;1;D;3.75;3.2;2;1.95
SP1;18/09/2005;Betis;Zaragoza;0;0;D;0;0;D;1.8;3.3;4.5;1.99
SP1;18/09/2005;Cadiz;Villarreal;1;1;D;1;1;D;3;3.2;2.3;1.99
SP1;18/09/2005;Celta;Santander;0;1;A;0;0;D;1.8;3.4;4.5;2
SP1;18/09/2005;Espanol;Real Madrid;1;0;H;0;0;D;4;3.3;1.9;1.78
SP1;18/09/2005;Osasuna;Sevilla;1;0;H;0;0;D;2.5;3.2;2.75;2.02
SP1;21/09/2005;Barcelona;Valencia;2;2;D;1;0;H;1.57;3.6;6;1.86
SP1;21/09/2005;Getafe;Mallorca;1;1;D;1;0;H;1.9;3.25;4;1.93
SP1;21/09/2005;La Coruna;Betis;1;1;D;1;1;D;2;3.3;3.5;2.01
SP1;21/09/2005;Malaga;Alaves;0;0;D;0;0;D;1.83;3.3;4.33;2.02
SP1;21/09/2005;Santander;Espanol;1;0;H;0;0;D;2.3;3.25;2.87;2.03
SP1;21/09/2005;Sevilla;Cadiz;0;0;D;0;0;D;1.57;3.6;6;2.02
SP1;21/09/2005;Sociedad;Ath Madrid;3;2;H;0;2;A;2.37;3.2;2.8;1.98
SP1;21/09/2005;Villarreal;Celta;1;2;A;0;1;A;1.66;3.6;5;1.89
SP1;21/09/2005;Zaragoza;Osasuna;3;1;H;0;0;D;1.8;3.25;4.33;2.01
SP1;22/09/2005;Real Madrid;Ath Bilbao;3;1;H;0;1;A;1.44;4;7.5;1.71
SP1;24/09/2005;Ath Madrid;Getafe;0;1;A;0;0;D;1.66;3.4;5.5;2.02
SP1;24/09/2005;Betis;Barcelona;1;4;A;1;1;D;3.4;3.25;2.1;1.92
SP1;24/09/2005;Espanol;Villarreal;1;2;A;0;1;A;2.3;3.2;3;2.09
SP1;24/09/2005;Valencia;Sociedad;2;1;H;1;0;H;1.5;3.75;7;1.79
SP1;24/09/2005;Zaragoza;La Coruna;1;1;D;1;1;D;2.4;3.25;2.8;1.97
SP1;25/09/2005;Alaves;Real Madrid;0;3;A;0;0;D;6;3.4;1.61;1.78
SP1;25/09/2005;Ath Bilbao;Santander;0;0;D;0;0;D;1.72;3.3;5;1.96
SP1;25/09/2005;Celta;Sevilla;2;1;H;2;0;H;2.2;3.2;3.25;2.1
SP1;25/09/2005;Mallorca;Malaga;1;4;A;0;2;A;2.1;3.25;3.4;1.99
SP1;25/09/2005;Osasuna;Cadiz;2;0;H;1;0;H;1.9;3.25;4;2.14
SP1;01/10/2005;Barcelona;Zaragoza;2;2;D;0;0;D;1.33;4.5;9.5;1.7
SP1;01/10/2005;Getafe;Valencia;2;1;H;1;1;D;2.6;3.2;2.62;2.04
SP1;02/10/2005;Cadiz;Celta;1;1;D;1;1;D;2.5;3.2;2.75;2.05
SP1;02/10/2005;La Coruna;Osasuna;0;1;A;0;1;A;1.66;3.4;5.5;2.01
SP1;02/10/2005;Malaga;Ath Madrid;0;2;A;0;1;A;2.4;3.25;2.8;2.06
SP1;02/10/2005;Real Madrid;Mallorca;4;0;H;2;0;H;1.25;5;13;1.6
SP1;02/10/2005;Santander;Alaves;1;2;A;0;1;A;1.9;3.25;4;2.12
SP1;02/10/2005;Sevilla;Espanol;1;1;D;0;1;A;1.9;3.25;4;2.12
SP1;02/10/2005;Sociedad;Betis;1;1;D;0;1;A;2.5;3.2;2.75;1.94
SP1;02/10/2005;Villarreal;Ath Bilbao;3;1;H;1;1;D;1.83;3.3;4.33;1.94
SP1;15/10/2005;Alaves;Villarreal;1;1;D;1;1;D;2.62;3.2;2.37;1.94
SP1;15/10/2005;Ath Madrid;Real Madrid;0;3;A;0;1;A;3;3.25;2.1;1.76
SP1;15/10/2005;La Coruna;Barcelona;3;3;D;1;2;A;3;3.25;2.1;1.89
SP1;16/10/2005;Ath Bilbao;Sevilla;0;1;A;0;1;A;2.2;3.25;2.8;2.04
SP1;16/10/2005;Betis;Getafe;1;0;H;1;0;H;1.8;3.25;4;2.08
SP1;16/10/2005;Espanol;Cadiz;0;2;A;0;0;D;1.72;3.25;4.33;2.1
SP1;16/10/2005;Mallorca;Santander;0;0;D;0;0;D;2.2;3.25;2.8;2.04
SP1;16/10/2005;Osasuna;Celta;2;0;H;0;0;D;2.1;3.25;3;2.02
SP1;16/10/2005;Valencia;Malaga;2;1;H;1;0;H;1.57;3.6;5;1.91
SP1;16/10/2005;Zaragoza;Sociedad;0;1;A;0;1;A;1.72;3.25;4.33;1.75
SP1;22/10/2005;Barcelona;Osasuna;3;0;H;0;0;D;1.36;4.33;9;1.73
SP1;22/10/2005;Sevilla;Alaves;2;0;H;1;0;H;1.72;3.4;5;2.03
SP1;23/10/2005;Cadiz;Ath Bilbao;1;0;H;1;0;H;2.25;3.2;3.1;2.05
SP1;23/10/2005;Celta;Espanol;1;0;H;0;0;D;2;3.3;3.6;2.03
SP1;23/10/2005;Getafe;Zaragoza;5;2;H;4;0;H;2.2;3.2;3.25;2.06
SP1;23/10/2005;Malaga;Betis;5;0;H;2;0;H;2.4;3.25;2.8;2.1
SP1;23/10/2005;Real Madrid;Valencia;1;2;A;1;2;A;1.66;3.4;5.5;1.81
SP1;23/10/2005;Santander;Ath Madrid;0;1;A;0;1;A;2.6;3.2;2.62;2.09
SP1;23/10/2005;Sociedad;La Coruna;2;0;H;0;0;D;2.4;3.25;2.8;2.01
SP1;23/10/2005;Villarreal;Mallorca;3;0;H;3;0;H;1.57;3.6;6;1.88
SP1;26/10/2005;Barcelona;Malaga;2;0;H;0;0;D;1.25;5;13;1.58
SP1;26/10/2005;Betis;Villarreal;2;3;A;1;1;D;2.25;3.2;3.1;2.03
SP1;26/10/2005;La Coruna;Real Madrid;3;1;H;2;0;H;2.87;3.25;2.37;1.88
SP1;26/10/2005;Mallorca;Celta;1;0;H;0;0;D;2.5;3.2;2.75;1.95
SP1;26/10/2005;Osasuna;Ath Bilbao;3;2;H;1;1;D;1.9;3.25;4;2.05
SP1;27/10/2005;Alaves;Espanol;1;1;D;1;1;D;2.3;3.25;3;2.05
SP1;27/10/2005;Ath Madrid;Cadiz;3;0;H;1;0;H;1.72;3.4;5;2.07
SP1;27/10/2005;Sociedad;Getafe;3;0;H;3;0;H;2.1;3.25;3.4;1.97
SP1;27/10/2005;Valencia;Sevilla;0;2;A;0;1;A;1.66;3.4;5.5;2
SP1;27/10/2005;Zaragoza;Santander;1;1;D;1;0;H;1.83;3.3;4.33;2.08
SP1;29/10/2005;Ath Bilbao;Celta;1;1;D;1;0;H;2.25;3.25;2.75;2.02
SP1;29/10/2005;Betis;Real Madrid;0;2;A;0;1;A;2.8;3.25;2.2;1.83
SP1;30/10/2005;Alaves;Cadiz;0;0;D;0;0;D;2.2;3.25;2.8;2.1
SP1;30/10/2005;Ath Madrid;Villarreal;1;1;D;1;0;H;2.2;3.25;2.8;2.02
SP1;30/10/2005;Barcelona;Sociedad;5;0;H;2;0;H;1.33;4.33;7.5;1.68
SP1;30/10/2005;La Coruna;Getafe;1;0;H;1;0;H;1.8;3.25;4;1.97
SP1;30/10/2005;Mallorca;Sevilla;1;1;D;1;1;D;2.5;3.2;2.5;2.06
SP1;30/10/2005;Osasuna;Espanol;2;0;H;1;0;H;1.83;3.25;3.75;2.07
SP1;30/10/2005;Valencia;Santander;1;1;D;1;1;D;1.4;4;6.5;1.95
SP1;30/10/2005;Zaragoza;Malaga;1;1;D;1;1;D;2;3.25;3.25;2.01
SP1;05/11/2005;Espanol;Ath Bilbao;1;1;D;0;1;A;2.1;3.25;3.4;2.07
SP1;05/11/2005;Sociedad;Osasuna;1;2;A;1;1;D;2.1;3.25;3;2.01
SP1;05/11/2005;Villarreal;Valencia;1;0;H;1;0;H;2.37;3.2;2.87;1.96
SP1;06/11/2005;Cadiz;Mallorca;1;2;A;1;1;D;2;3.25;3.25;2.08
SP1;06/11/2005;Celta;Alaves;2;1;H;1;0;H;1.72;3.25;4.33;2.05
SP1;06/11/2005;Getafe;Barcelona;1;3;A;0;1;A;4.5;3.6;1.72;1.75
SP1;06/11/2005;Malaga;La Coruna;1;1;D;0;0;D;2.4;3.2;2.6;2.08
SP1;06/11/2005;Real Madrid;Zaragoza;1;0;H;0;0;D;1.36;4.33;9;1.63
SP1;06/11/2005;Santander;Betis;1;1;D;0;1;A;2.3;3.25;2.75;2.12
SP1;06/11/2005;Sevilla;Ath Madrid;0;0;D;0;0;D;2;3.25;3.4;2.12
