Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;odd_H;odd_D;odd_A;odd_over25
SP1;19/08/2016;La Coruna;Eibar;2;1;H;0;0;D;1.95;3.4;4.2;2.34
SP1;19/08/2016;Malaga;Osasuna;1;1;D;0;0;D;1.62;3.75;6;2.31
SP1;20/08/2016;Barcelona;Betis;6;2;H;3;1;H;1.08;11;29;1.29
SP1;20/08/2016;Granada;Villarreal;1;1;D;0;0;D;2.5;3.2;3;2.33
SP1;20/08/2016;Sevilla;Espanol;6;4;H;3;3;D;1.67;4;5;1.74
SP1;21/08/2016;Ath Madrid;Alaves;1;1;D;0;0;D;1.2;6.5;17;1.94
SP1;21/08/2016;Sociedad;Real Madrid;0;3;A;0;2;A;4.75;3.8;1.75;1.73
SP1;21/08/2016;Sp Gijon;Ath Bilbao;2;1;H;0;0;D;4;3.5;1.95;2.15
SP1;22/08/2016;Celta;Leganes;0;1;A;0;0;D;1.65;3.75;5.75;2.02
SP1;22/08/2016;Valencia;Las Palmas;2;4;A;2;3;A;1.73;3.75;5;1.9
SP1;26/08/2016;Betis;La Coruna;0;0;D;0;0;D;2.2;3.2;3.5;2.21
SP1;26/08/2016;Espanol;Malaga;2;2;D;1;0;H;2.3;3.1;3.4;2.32
SP1;27/08/2016;Eibar;Valencia;1;0;H;0;0;D;2.7;3.2;2.75;2.14
SP1;27/08/2016;Leganes;Ath Madrid;0;0;D;0;0;D;8.5;3.6;1.53;2.49
SP1;27/08/2016;Osasuna;Sociedad;0;2;A;0;1;A;3.1;3.1;2.5;2.52
SP1;27/08/2016;Real Madrid;Celta;2;1;H;0;0;D;1.18;7;17;1.32
SP1;28/08/2016;Alaves;Sp Gijon;0;0;D;0;0;D;2.15;3.2;3.75;2.44
SP1;28/08/2016;Ath Bilbao;Barcelona;0;1;A;0;1;A;6.5;4.33;1.5;1.56
SP1;28/08/2016;Las Palmas;Granada;5;1;H;1;1;D;1.91;3.4;4.33;2.03
SP1;28/08/2016;Villarreal;Sevilla;0;0;D;0;0;D;2.5;3.4;2.8;1.83
SP1;09/09/2016;Sociedad;Espanol;1;1;D;0;0;D;2.05;3.4;3.75;2.04
SP1;10/09/2016;Barcelona;Alaves;1;2;A;0;1;A;1.07;12;34;1.26
SP1;10/09/2016;Celta;Ath Madrid;0;4;A;0;0;D;6;3.3;1.73;2.5
SP1;10/09/2016;Malaga;Villarreal;0;2;A;0;2;A;2.3;3.1;3.3;2.46
SP1;10/09/2016;Real Madrid;Osasuna;5;2;H;3;0;H;1.04;15;34;1.2
SP1;10/09/2016;Sevilla;Las Palmas;2;1;H;0;1;A;1.5;4.33;6;1.5
SP1;11/09/2016;Granada;Eibar;1;2;A;0;1;A;2.15;3.25;3.5;1.98
SP1;11/09/2016;La Coruna;Ath Bilbao;0;1;A;0;1;A;3.6;3.25;2.15;2.32
SP1;11/09/2016;Sp Gijon;Leganes;2;1;H;2;0;H;2.25;3.2;3.4;2.41
SP1;11/09/2016;Valencia;Betis;2;3;A;0;1;A;1.65;4.2;5;1.83
SP1;16/09/2016;Betis;Granada;2;2;D;1;2;A;1.73;3.75;5;1.89
SP1;17/09/2016;Ath Madrid;Sp Gijon;5;0;H;3;0;H;1.18;6.5;21;1.91
SP1;17/09/2016;Eibar;Sevilla;1;1;D;0;1;A;3.1;3.3;2.35;1.82
SP1;17/09/2016;Las Palmas;Malaga;1;0;H;1;0;H;2.3;3.25;3.3;2.11
SP1;17/09/2016;Leganes;Barcelona;1;5;A;0;3;A;17;7;1.18;1.45
SP1;18/09/2016;Ath Bilbao;Valencia;2;1;H;2;1;H;1.85;3.6;4.33;1.91
SP1;18/09/2016;Espanol;Real Madrid;0;2;A;0;1;A;7.5;5.5;1.36;1.46
SP1;18/09/2016;Osasuna;Celta;0;0;D;0;0;D;2.9;3.1;2.6;2.33
SP1;18/09/2016;Villarreal;Sociedad;2;1;H;2;1;H;1.85;3.5;4.5;2.32
SP1;19/09/2016;Alaves;La Coruna;0;0;D;0;0;D;2.3;3;3.5;2.43
SP1;20/09/2016;Malaga;Eibar;2;1;H;1;1;D;1.85;3.4;4.75;2.21
SP1;20/09/2016;Sevilla;Betis;1;0;H;0;0;D;1.45;4.5;7;1.56
SP1;21/09/2016;Barcelona;Ath Madrid;1;1;D;1;0;H;1.6;4;5.5;1.78
SP1;21/09/2016;Celta;Sp Gijon;2;1;H;0;0;D;1.57;4;6;1.84
SP1;21/09/2016;Granada;Ath Bilbao;1;2;A;1;1;D;4.5;3.5;1.85;2.02
SP1;21/09/2016;Real Madrid;Villarreal;1;1;D;0;1;A;1.2;7;15;1.44
SP1;21/09/2016;Sociedad;Las Palmas;4;1;H;3;0;H;2;3.5;3.75;1.86
SP1;22/09/2016;La Coruna;Leganes;1;2;A;1;0;H;2.15;3.25;3.6;2.43
SP1;22/09/2016;Osasuna;Espanol;1;2;A;0;1;A;2.88;3.2;2.6;2.18
SP1;22/09/2016;Valencia;Alaves;2;1;H;1;1;D;1.57;3.75;6;1.85
SP1;23/09/2016;Betis;Malaga;1;0;H;1;0;H;2.6;3.1;2.9;2.17
SP1;24/09/2016;Ath Bilbao;Sevilla;3;1;H;1;0;H;2.05;3.4;3.75;1.84
SP1;24/09/2016;Eibar;Sociedad;2;0;H;0;0;D;2.45;3.2;3;2.21
SP1;24/09/2016;Las Palmas;Real Madrid;2;2;D;1;1;D;8.5;5;1.36;1.39
SP1;24/09/2016;Sp Gijon;Barcelona;0;5;A;0;2;A;13;6.5;1.22;1.48
SP1;25/09/2016;Ath Madrid;La Coruna;1;0;H;0;0;D;1.22;5.5;19;1.72
