Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;odd_H;odd_D;odd_A;odd_over25
SP1;16/09/2007;Sevilla;Recreativo;4;1;H;2;0;H;1.4;4.5;8;1.82
SP1;22/09/2007;Barcelona;Sevilla;2;1;H;0;0;D;1.66;3.75;5;1.84
SP1;22/09/2007;Recreativo;Espanol;2;1;H;0;1;A;2.37;3.25;3;2.08
SP1;23/09/2007;Almeria;Mallorca;1;1;D;1;0;H;2.37;3.25;3;2.12
SP1;23/09/2007;Ath Madrid;Santander;4;0;H;1;0;H;1.72;3.4;5.25;2.11
SP1;23/09/2007;Betis;Valencia;1;2;A;0;0;D;3;3.25;2.37;2.11
SP1;23/09/2007;Getafe;La Coruna;0;0;D;0;0;D;2.1;3.2;3.6;2.15
SP1;23/09/2007;Levante;Ath Bilbao;1;2;A;0;1;A;2.37;3.25;3;2.19
SP1;23/09/2007;Valladolid;Real Madrid;1;1;D;0;0;D;6;3.6;1.61;1.81
SP1;23/09/2007;Villarreal;Murcia;2;0;H;0;0;D;1.66;3.5;5.5;2.09
SP1;23/09/2007;Zaragoza;Osasuna;2;1;H;1;1;D;1.8;3.5;4.5;2.1
SP1;25/09/2007;Sevilla;Espanol;2;3;A;0;1;A;1.44;4;8.5;1.77
SP1;26/09/2007;Ath Bilbao;Ath Madrid;0;2;A;0;1;A;2.87;3.2;2.5;2.19
SP1;26/09/2007;Barcelona;Zaragoza;4;1;H;4;1;H;1.33;4.75;10;1.63
SP1;26/09/2007;La Coruna;Recreativo;0;2;A;0;1;A;2;3.3;3.8;2.08
SP1;26/09/2007;Mallorca;Valladolid;4;2;H;0;2;A;2.05;3.3;3.6;2.1
SP1;26/09/2007;Murcia;Almeria;0;1;A;0;1;A;2.1;3.25;3.6;2.1
SP1;26/09/2007;Osasuna;Levante;4;1;H;1;1;D;1.72;3.5;5.25;2.14
SP1;26/09/2007;Santander;Villarreal;0;2;A;0;1;A;2.7;3.25;2.6;2.12
SP1;26/09/2007;Valencia;Getafe;2;1;H;2;0;H;1.44;4.2;7.5;1.99
SP1;27/09/2007;Real Madrid;Betis;2;0;H;0;0;D;1.25;5.5;12;1.64
SP1;29/09/2007;Levante;Barcelona;1;4;A;0;2;A;8;4.5;1.4;1.74
SP1;29/09/2007;Zaragoza;Sevilla;2;0;H;0;0;D;2.8;3.25;2.5;1.79
SP1;30/09/2007;Almeria;Santander;0;1;A;0;1;A;2.1;3.25;3.5;2.12
SP1;30/09/2007;Ath Madrid;Osasuna;2;0;H;1;0;H;1.66;3.75;5;2.04
SP1;30/09/2007;Betis;Mallorca;3;0;H;0;0;D;2.2;3.3;3.2;2.2
SP1;30/09/2007;Espanol;La Coruna;1;0;H;1;0;H;1.83;3.4;4.5;2.13
SP1;30/09/2007;Getafe;Real Madrid;0;1;A;0;0;D;5;3.6;1.72;1.86
SP1;30/09/2007;Recreativo;Valencia;0;1;A;0;1;A;3;3.25;2.4;2.06
SP1;30/09/2007;Valladolid;Murcia;1;4;A;0;1;A;1.72;3.5;5;2.11
SP1;30/09/2007;Villarreal;Ath Bilbao;1;0;H;0;0;D;1.61;3.6;6;2.04
SP1;06/10/2007;Valencia;Espanol;1;2;A;1;1;D;1.57;3.75;6.25;1.95
SP1;07/10/2007;Ath Bilbao;Almeria;1;1;D;1;0;H;2;3.3;3.8;2.11
SP1;07/10/2007;Barcelona;Ath Madrid;3;0;H;2;0;H;1.44;4.2;7.5;1.74
SP1;07/10/2007;Mallorca;Getafe;4;2;H;0;1;A;2.1;3.2;3.6;2.08
SP1;07/10/2007;Murcia;Betis;0;0;D;0;0;D;2.4;3.25;2.9;2.11
SP1;07/10/2007;Osasuna;Villarreal;3;2;H;2;2;D;2.8;3.25;2.5;2.12
SP1;07/10/2007;Real Madrid;Recreativo;2;0;H;0;0;D;1.25;5.5;12;1.66
SP1;07/10/2007;Santander;Valladolid;2;0;H;0;0;D;2.1;3.3;3.5;2.07
SP1;07/10/2007;Sevilla;La Coruna;0;1;A;0;0;D;1.44;4.2;7.5;1.81
SP1;07/10/2007;Zaragoza;Levante;3;0;H;0;0;D;1.44;4.2;7.5;1.94
SP1;20/10/2007;Espanol;Real Madrid;2;1;H;1;0;H;3.6;3.3;2.05;1.85
SP1;20/10/2007;La Coruna;Valencia;2;4;A;1;3;A;3.1;3.25;2.3;2.11
SP1;20/10/2007;Levante;Sevilla;0;2;A;0;2;A;5.75;3.7;1.61;1.96
SP1;20/10/2007;Villarreal;Barcelona;3;1;H;3;1;H;4.2;3.5;1.85;1.76
SP1;21/10/2007;Almeria;Osasuna;2;0;H;0;0;D;2.37;3.25;3;2.09
SP1;21/10/2007;Ath Madrid;Zaragoza;4;0;H;2;0;H;1.9;3.4;4;2.02
SP1;21/10/2007;Betis;Santander;1;1;D;0;0;D;2;3.3;3.75;2.15
SP1;21/10/2007;Getafe;Murcia;2;0;H;0;0;D;2;3.3;3.75;2.13
SP1;21/10/2007;Recreativo;Mallorca;0;2;A;0;1;A;2.37;3.25;3;2.07
SP1;21/10/2007;Valladolid;Ath Bilbao;1;2;A;0;2;A;2.25;3.25;3.2;2.08
SP1;27/10/2007;Ath Bilbao;Betis;0;0;D;0;0;D;2.1;3.25;3.6;2.18
SP1;27/10/2007;Mallorca;Espanol;2;2;D;1;2;A;2.3;3.25;3.1;1.95
SP1;27/10/2007;Real Madrid;La Coruna;3;1;H;1;1;D;1.3;5;11;1.68
SP1;28/10/2007;Barcelona;Almeria;2;0;H;1;0;H;1.18;6.5;15;1.52
SP1;28/10/2007;Levante;Ath Madrid;0;1;A;0;1;A;5;3.8;1.66;1.94
SP1;28/10/2007;Murcia;Recreativo;1;0;H;0;0;D;2.3;3.25;3.1;2.12
SP1;28/10/2007;Osasuna;Valladolid;2;2;D;0;1;A;1.8;3.6;4.2;1.99
SP1;28/10/2007;Santander;Getafe;2;0;H;1;0;H;2.1;3.25;3.6;2.15
SP1;28/10/2007;Sevilla;Valencia;3;0;H;1;0;H;2.3;3.25;3.1;1.95
SP1;28/10/2007;Zaragoza;Villarreal;4;1;H;1;0;H;2.4;3.3;2.87;1.98
SP1;31/10/2007;Almeria;Zaragoza;0;1;A;0;0;D;2.7;3.3;2.6;2.03
SP1;31/10/2007;Ath Madrid;Sevilla;4;3;H;2;2;D;2.3;3.3;3.1;1.94
SP1;31/10/2007;Betis;Osasuna;0;3;A;0;1;A;2.05;3.3;3.6;2.18
SP1;31/10/2007;Getafe;Ath Bilbao;2;0;H;2;0;H;2.15;3.2;3.5;2.2
SP1;31/10/2007;La Coruna;Mallorca;1;1;D;1;1;D;2.37;3.25;3;2.16
SP1;31/10/2007;Recreativo;Santander;0;0;D;0;0;D;2.3;3.2;3.1;2.17
SP1;31/10/2007;Valencia;Real Madrid;1;5;A;0;4;A;2.6;3.3;2.7;1.87
SP1;31/10/2007;Villarreal;Levante;3;0;H;3;0;H;1.25;5.25;13;1.76
SP1;01/11/2007;Espanol;Murcia;0;0;D;0;0;D;1.57;3.8;6;2.05
SP1;01/11/2007;Valladolid;Barcelona;1;1;D;1;1;D;7;4.33;1.44;1.63
SP1;03/11/2007;Mallorca;Valencia;0;2;A;0;1;A;2.6;3.25;2.7;2.01
SP1;03/11/2007;Sevilla;Real Madrid;2;0;H;2;0;H;2.8;3.25;2.5;1.74
SP1;04/11/2007;Ath Bilbao;Recreativo;2;0;H;0;0;D;2;3.3;3.8;2.21
SP1;04/11/2007;Ath Madrid;Villarreal;3;4;A;2;2;D;2.05;3.3;3.6;1.94
SP1;04/11/2007;Barcelona;Betis;3;0;H;1;0;H;1.2;6;15;1.59
SP1;04/11/2007;Levante;Almeria;3;0;H;3;0;H;2.62;3.25;2.62;2.13
SP1;04/11/2007;Murcia;La Coruna;0;2;A;0;0;D;2.25;3.2;3.25;2.19
SP1;04/11/2007;Osasuna;Getafe;0;2;A;0;0;D;1.95;3.3;4;2.06
SP1;04/11/2007;Santander;Espanol;1;1;D;0;0;D;2.4;3.25;2.9;2.11
SP1;04/11/2007;Zaragoza;Valladolid;2;3;A;1;3;A;1.57;3.6;6.5;1.9
SP1;10/11/2007;Getafe;Barcelona;2;0;H;1;0;H;6;3.75;1.57;1.68
SP1;10/11/2007;Valencia;Murcia;3;0;H;2;0;H;1.44;4.2;7.5;1.79
SP1;11/11/2007;Almeria;Ath Madrid;0;0;D;0;0;D;3.75;3.3;2;1.95
SP1;11/11/2007;Betis;Zaragoza;2;1;H;0;1;A;2.62;3.3;2.62;1.98
SP1;11/11/2007;Espanol;Ath Bilbao;2;1;H;1;1;D;1.75;3.4;5;2
SP1;11/11/2007;La Coruna;Santander;0;1;A;0;0;D;2.3;3.3;3.1;2.16
SP1;11/11/2007;Real Madrid;Mallorca;4;3;H;2;2;D;1.33;5;9;1.61
SP1;11/11/2007;Recreativo;Osasuna;1;0;H;0;0;D;2.37;3.3;3;2.11
SP1;11/11/2007;Valladolid;Levante;1;0;H;0;0;D;1.72;3.5;5;1.87
SP1;11/11/2007;Villarreal;Sevilla;3;2;H;1;1;D;2.3;3.3;3.1;1.82
SP1;24/11/2007;Barcelona;Recreativo;3;0;H;0;0;D;1.16;7;15;1.6
SP1;24/11/2007;Murcia;Real Madrid;1;1;D;0;1;A;6;3.6;1.61;1.79
SP1;24/11/2007;Sevilla;Mallorca;1;2;A;0;2;A;1.61;3.5;6.25;1.69
SP1;25/11/2007;Ath Bilbao;La Coruna;2;2;D;1;0;H;2.15;3.3;3.4;2.22
SP1;25/11/2007;Ath Madrid;Valladolid;4;3;H;1;1;D;1.53;3.8;6.5;1.76
SP1;25/11/2007;Levante;Betis;4;3;H;2;2;D;2.65;3.2;2.65;2.13
SP1;25/11/2007;Osasuna;Espanol;1;2;A;0;2;A;2.45;3.25;2.87;2.05
SP1;25/11/2007;Santander;Valencia;1;0;H;0;0;D;3;3.2;2.4;2.16
SP1;25/11/2007;Villarreal;Almeria;1;1;D;1;0;H;1.4;4.5;8;1.74
SP1;25/11/2007;Zaragoza;Getafe;1;1;D;0;0;D;1.95;3.3;4;1.88
SP1;01/12/2007;Almeria;Sevilla;1;0;H;0;0;D;3.75;3.25;2.05;1.91
SP1;01/12/2007;Espanol;Barcelona;1;1;D;0;1;A;3.8;3.3;2;1.8
SP1;01/12/2007;Real Madrid;Santander;3;1;H;2;0;H;1.33;4.75;10;1.68
SP1;02/12/2007;Betis;Ath Madrid;0;2;A;0;1;A;3.25;3.3;2.2;1.92
SP1;02/12/2007;Getafe;Levante;2;1;H;0;1;A;1.53;3.75;7;1.93
SP1;02/12/2007;La Coruna;Osasuna;1;2;A;0;0;D;2.2;3.25;3.3;2.11
SP1;02/12/2007;Mallorca;Murcia;1;1;D;0;1;A;1.66;3.5;5.5;1.98
SP1;02/12/2007;Recreativo;Zaragoza;2;1;H;2;1;H;2.5;3.25;2.8;2.01
SP1;02/12/2007;Valencia;Ath Bilbao;0;3;A;0;1;A;1.61;3.6;6;1.93
SP1;02/12/2007;Valladolid;Villarreal;2;0;H;1;0;H;3.1;3.3;2.3;1.82
SP1;05/12/2007;Osasuna;Sevilla;1;1;D;1;0;H;2.9;3.3;2.37;1.95
SP1;08/12/2007;Ath Bilbao;Real Madrid;0;1;A;0;0;D;4;3.4;1.9;1.84
SP1;08/12/2007;Osasuna;Valencia;0;0;D;0;0;D;2.8;3.25;2.5;2.1
SP1;09/12/2007;Almeria;Valladolid;1;0;H;0;0;D;2.4;3.3;3;2.03
SP1;09/12/2007;Ath Madrid;Getafe;1;0;H;1;0;H;1.72;3.6;4.75;1.82
SP1;09/12/2007;Barcelona;La Coruna;2;1;H;1;1;D;1.2;6;15;1.59
SP1;09/12/2007;Levante;Recreativo;0;2;A;0;1;A;2.4;3.3;2.87;2.1
SP1;09/12/2007;Santander;Mallorca;3;1;H;2;1;H;2.3;3.3;3.1;2.12
SP1;09/12/2007;Sevilla;Murcia;3;1;H;1;0;H;1.44;4.2;7.5;1.84
SP1;09/12/2007;Villarreal;Betis;0;1;A;0;1;A;1.53;4;6;1.87
SP1;09/12/2007;Zaragoza;Espanol;3;3;D;1;3;A;2.3;3.3;3.1;1.88
SP1;15/12/2007;Espanol;Levante;1;0;H;1;0;H;1.36;4.5;9;1.85
SP1;15/12/2007;Valencia;Barcelona;0;3;A;0;2;A;3.5;3.3;2.1;1.89
SP1;16/12/2007;Betis;Almeria;3;1;H;1;1;D;2.05;3.3;3.6;2.1
SP1;16/12/2007;Getafe;Villarreal;1;3;A;0;1;A;2.5;3.3;2.75;2.03
SP1;16/12/2007;La Coruna;Zaragoza;1;1;D;0;1;A;2.4;3.3;2.9;1.97
SP1;16/12/2007;Mallorca;Ath Bilbao;0;0;D;0;0;D;2.05;3.3;3.6;2.04
SP1;16/12/2007;Murcia;Santander;2;1;H;0;0;D;2.5;3.25;2.8;2.19
SP1;16/12/2007;Real Madrid;Osasuna;2;0;H;1;0;H;1.28;5.25;11;1.64
SP1;16/12/2007;Recreativo;Ath Madrid;0;0;D;0;0;D;2.9;3.3;2.4;2
SP1;16/12/2007;Valladolid;Sevilla;0;0;D;0;0;D;2.9;3.3;2.4;1.87
SP1;22/12/2007;Almeria;Getafe;0;2;A;0;1;A;2.4;3.3;2.9;2.14
SP1;22/12/2007;Sevilla;Santander;4;1;H;1;0;H;1.61;3.6;5.75;1.91
SP1;22/12/2007;Zaragoza;Valencia;2;2;D;2;0;H;2.1;3.3;3.5;2.01
SP1;23/12/2007;Ath Bilbao;Murcia;1;1;D;1;0;H;1.95;3.3;4;1.93
SP1;23/12/2007;Ath Madrid;Espanol;1;2;A;1;0;H;1.95;3.3;4;2.12
SP1;23/12/2007;Barcelona;Real Madrid;0;1;A;0;1;A;2;3.4;3.7;1.71
SP1;23/12/2007;Levante;La Coruna;0;1;A;0;0;D;2.8;3.25;2.5;2.09
SP1;23/12/2007;Osasuna;Mallorca;3;1;H;1;0;H;2.2;3.3;3.25;2.04
SP1;23/12/2007;Valladolid;Betis;0;0;D;0;0;D;2.2;3.3;3.25;2.09
SP1;23/12/2007;Villarreal;Recreativo;1;1;D;1;1;D;1.53;3.8;6.5;1.93
SP1;05/01/2008;Espanol;Villarreal;3;0;H;3;0;H;2.3;3.3;3.1;1.96
SP1;05/01/2008;Mallorca;Barcelona;0;2;A;0;0;D;4.75;3.5;1.75;1.74
SP1;06/01/2008;Getafe;Valladolid;0;3;A;0;0;D;1.95;3.4;3.9;2.08
SP1;06/01/2008;La Coruna;Ath Madrid;0;3;A;0;1;A;2.87;3.3;2.4;2.09
SP1;06/01/2008;Murcia;Osasuna;2;0;H;0;0;D;2.4;3.3;2.87;2.18
SP1;06/01/2008;Real Madrid;Zaragoza;2;0;H;0;0;D;1.33;4.75;10;1.62
SP1;06/01/2008;Recreativo;Almeria;1;1;D;1;1;D;2.15;3.3;3.4;2.17
SP1;06/01/2008;Santander;Ath Bilbao;1;0;H;1;0;H;2.05;3.25;3.75;2.15
SP1;06/01/2008;Sevilla;Betis;3;0;H;2;0;H;1.61;3.4;6.5;1.9
SP1;06/01/2008;Valencia;Levante;0;0;D;0;0;D;1.33;4.75;9.5;1.89
SP1;12/01/2008;Ath Bilbao;Sevilla;2;0;H;1;0;H;3;3.25;2.35;2.02
SP1;12/01/2008;Barcelona;Murcia;4;0;H;1;0;H;1.18;6;19;1.57
SP1;13/01/2008;Almeria;Espanol;1;0;H;0;0;D;3.2;3.25;2.25;2.05
SP1;13/01/2008;Ath Madrid;Valencia;1;0;H;1;0;H;2;3.3;3.75;1.99
SP1;13/01/2008;Betis;Getafe;3;2;H;2;0;H;2.35;3.25;3;2.11
SP1;13/01/2008;Levante;Real Madrid;0;2;A;0;0;D;9;5;1.33;1.68
SP1;13/01/2008;Osasuna;Santander;0;2;A;0;0;D;2.25;3.25;3.2;2.17
SP1;13/01/2008;Valladolid;Recreativo;3;1;H;2;1;H;2;3.3;3.75;2.12
SP1;13/01/2008;Villarreal;La Coruna;4;3;H;1;1;D;1.57;3.75;6;1.91
SP1;13/01/2008;Zaragoza;Mallorca;2;2;D;2;1;H;1.95;3.4;3.8;1.88
SP1;19/01/2008;Getafe;Sevilla;3;2;H;1;1;D;2.62;3.3;2.6;2.02
SP1;19/01/2008;Villarreal;Valencia;3;0;H;1;0;H;2;3.3;3.75;2.01
SP1;20/01/2008;Almeria;La Coruna;1;0;H;0;0;D;2.1;3.3;3.5;2.16
SP1;20/01/2008;Ath Madrid;Real Madrid;0;2;A;0;2;A;2.75;3.3;2.5;1.84
SP1;20/01/2008;Barcelona;Santander;1;0;H;1;0;H;1.28;5.25;11;1.64
SP1;20/01/2008;Betis;Recreativo;1;1;D;0;0;D;2.1;3.3;3.5;2.1
SP1;20/01/2008;Levante;Mallorca;2;2;D;1;1;D;3.2;3.25;2.25;1.99
SP1;20/01/2008;Osasuna;Ath Bilbao;2;0;H;0;0;D;2.15;3.25;3.4;2.11
SP1;20/01/2008;Valladolid;Espanol;2;1;H;2;0;H;2.4;3.25;2.9;2.01
SP1;20/01/2008;Zaragoza;Murcia;3;1;H;1;0;H;1.72;3.5;5;1.88
SP1;26/01/2008;Sevilla;Osasuna;2;1;H;0;0;D;1.57;3.75;6;1.83
SP1;27/01/2008;Ath Bilbao;Barcelona;1;1;D;0;1;A;5.5;3.5;1.66;1.88
SP1;27/01/2008;Espanol;Betis;1;2;A;0;1;A;1.9;3.2;4.5;2.03
SP1;27/01/2008;La Coruna;Valladolid;3;1;H;1;0;H;2.5;3.3;2.75;2.03
SP1;27/01/2008;Mallorca;Ath Madrid;1;0;H;1;0;H;2.62;3.2;2.7;2.04
SP1;27/01/2008;Murcia;Levante;2;3;A;0;0;D;1.72;3.5;5;2.06
SP1;27/01/2008;Real Madrid;Villarreal;3;2;H;1;1;D;1.5;4;7;1.66
SP1;27/01/2008;Recreativo;Getafe;1;3;A;1;2;A;2.4;3.3;2.87;2.12
SP1;27/01/2008;Santander;Zaragoza;2;2;D;1;0;H;2.25;3.3;3.1;1.98
SP1;27/01/2008;Valencia;Almeria;0;1;A;0;1;A;1.61;3.6;6;1.96
SP1;02/02/2008;Almeria;Real Madrid;2;0;H;1;0;H;5;3.75;1.66;1.95
SP1;02/02/2008;Betis;La Coruna;0;1;A;0;1;A;2.05;3.25;3.75;2.03
SP1;03/02/2008;Ath Madrid;Murcia;1;1;D;0;0;D;1.5;4;7;1.84
SP1;03/02/2008;Barcelona;Osasuna;1;0;H;0;0;D;1.22;5.5;15;1.64
SP1;03/02/2008;Getafe;Espanol;0;1;A;0;1;A;2.1;3.3;3.5;1.98
SP1;03/02/2008;Levante;Santander;1;1;D;0;0;D;3.25;3.3;2.2;2.08
SP1;03/02/2008;Recreativo;Sevilla;1;2;A;0;1;A;3.25;3.3;2.2;2.02
SP1;03/02/2008;Valladolid;Valencia;0;2;A;0;0;D;2.25;3.3;3.2;2
SP1;03/02/2008;Villarreal;Mallorca;1;1;D;1;1;D;1.75;3.3;5.5;1.83
SP1;03/02/2008;Zaragoza;Ath Bilbao;1;0;H;1;0;H;1.83;3.4;4.5;1.91
SP1;09/02/2008;La Coruna;Getafe;1;1;D;1;0;H;2.37;3.25;3;2.08
SP1;09/02/2008;Murcia;Villarreal;0;1;A;0;0;D;3.1;3.3;2.3;2
SP1;09/02/2008;Sevilla;Barcelona;1;1;D;1;0;H;2.8;3.25;2.5;1.81
SP1;10/02/2008;Ath Bilbao;Levante;1;0;H;0;0;D;1.72;3.5;5;2.02
SP1;10/02/2008;Espanol;Recreativo;1;2;A;1;2;A;1.61;3.6;6;2
SP1;10/02/2008;Mallorca;Almeria;0;0;D;0;0;D;2;3.3;3.8;2.08
SP1;10/02/2008;Osasuna;Zaragoza;1;0;H;1;0;H;2.37;3.25;3;1.99
SP1;10/02/2008;Real Madrid;Valladolid;7;0;H;5;0;H;1.3;5;10;1.62
SP1;10/02/2008;Santander;Ath Madrid;0;2;A;0;0;D;2.5;3.25;2.8;2.09
SP1;10/02/2008;Valencia;Betis;3;1;H;2;0;H;1.72;3.5;5;2.08
SP1;16/02/2008;Betis;Real Madrid;2;1;H;2;1;H;4.75;3.5;1.8;1.9
SP1;16/02/2008;Espanol;Sevilla;2;4;A;1;2;A;2.5;3.3;2.75;1.98
SP1;16/02/2008;Zaragoza;Barcelona;1;2;A;0;1;A;3.75;3.3;2;1.9
SP1;17/02/2008;Almeria;Murcia;1;0;H;1;0;H;1.9;3.4;4;2.18
SP1;17/02/2008;Ath Madrid;Ath Bilbao;1;2;A;1;2;A;1.61;3.75;5.5;1.96
SP1;17/02/2008;Getafe;Valencia;0;0;D;0;0;D;2.4;3.4;2.8;2.03
SP1;17/02/2008;Levante;Osasuna;2;1;H;0;1;A;2.87;3.4;2.37;2.08
SP1;17/02/2008;Recreativo;La Coruna;3;2;H;0;1;A;2.3;3.25;3.1;2.14
SP1;17/02/2008;Valladolid;Mallorca;1;1;D;1;0;H;2.25;3.25;3.2;1.95
SP1;17/02/2008;Villarreal;Santander;0;0;D;0;0;D;1.83;3.5;4.33;1.96
SP1;23/02/2008;Sevilla;Zaragoza;5;0;H;3;0;H;1.7;3.5;5.25;1.8
SP1;23/02/2008;Valencia;Recreativo;1;1;D;1;0;H;1.75;3.4;5.25;2.02
SP1;24/02/2008;Ath Bilbao;Villarreal;1;2;A;1;0;H;2.5;3.25;2.8;2.1
SP1;24/02/2008;Barcelona;Levante;5;1;H;2;1;H;1.12;8;21;1.51
SP1;24/02/2008;La Coruna;Espanol;2;0;H;2;0;H;2.4;3.3;2.87;2.1
SP1;24/02/2008;Mallorca;Betis;1;1;D;0;0;D;2;3.3;3.75;2.07
SP1;24/02/2008;Murcia;Valladolid;0;1;A;0;1;A;2.37;3.25;3;2.06
SP1;24/02/2008;Osasuna;Ath Madrid;3;1;H;2;1;H;2.4;3.1;3.1;2.11
SP1;24/02/2008;Real Madrid;Getafe;0;1;A;0;0;D;1.33;4.5;11;1.8
SP1;24/02/2008;Santander;Almeria;1;0;H;0;0;D;2.1;3.25;3.5;2.26
SP1;01/03/2008;Ath Madrid;Barcelona;4;2;H;2;1;H;3.75;3.4;2;1.86
SP1;01/03/2008;Espanol;Valencia;2;0;H;1;0;H;2.4;3.3;2.87;2.07
SP1;01/03/2008;La Coruna;Sevilla;2;1;H;1;1;D;2.9;3.4;2.35;1.94
SP1;01/03/2008;Recreativo;Real Madrid;2;3;A;1;1;D;4.33;3.4;1.83;1.95
SP1;02/03/2008;Almeria;Ath Bilbao;1;1;D;0;0;D;2.2;3.25;3.25;2.32
SP1;02/03/2008;Betis;Murcia;4;0;H;2;0;H;1.83;3.4;4.5;2.12
SP1;02/03/2008;Getafe;Mallorca;3;3;D;2;1;H;2.05;3.4;3.5;2.02
SP1;02/03/2008;Levante;Zaragoza;2;1;H;1;0;H;3.2;3.3;2.2;1.91
SP1;02/03/2008;Valladolid;Santander;0;1;A;0;0;D;2.3;3.25;3.1;2.14
SP1;02/03/2008;Villarreal;Osasuna;0;0;D;0;0;D;1.7;3.6;5;1.97
SP1;08/03/2008;Real Madrid;Espanol;2;1;H;1;1;D;1.5;3.75;7.5;1.74
SP1;08/03/2008;Zaragoza;Ath Madrid;2;1;H;1;1;D;2.6;3.25;2.65;1.85
SP1;09/03/2008;Ath Bilbao;Valladolid;2;0;H;1;0;H;2.1;3.3;3.5;2.14
SP1;09/03/2008;Barcelona;Villarreal;1;2;A;0;1;A;1.5;4.2;6;1.68
SP1;09/03/2008;Mallorca;Recreativo;7;1;H;5;1;H;2;3.3;3.75;2.09
SP1;09/03/2008;Murcia;Getafe;0;3;A;0;0;D;2.75;3.25;2.5;2.16
SP1;09/03/2008;Osasuna;Almeria;2;1;H;2;1;H;2.1;3.3;3.5;2.24
SP1;09/03/2008;Santander;Betis;3;0;H;0;0;D;2;3.3;3.75;2.22
SP1;09/03/2008;Sevilla;Levante;2;1;H;1;1;D;1.22;6;13;1.61
SP1;09/03/2008;Valencia;La Coruna;2;2;D;2;2;D;1.8;3.5;4.5;2.07
SP1;15/03/2008;Betis;Ath Bilbao;1;2;A;1;1;D;2.25;3.25;3.2;2.16
SP1;15/03/2008;La Coruna;Real Madrid;1;0;H;0;0;D;3.75;3.3;2;1.93
SP1;15/03/2008;Recreativo;Murcia;4;2;H;1;1;D;1.9;3.4;4;2.13
SP1;15/03/2008;Valencia;Sevilla;1;2;A;0;2;A;2.5;3.3;2.75;1.93
SP1;16/03/2008;Almeria;Barcelona;2;2;D;1;1;D;4.75;3.5;1.75;1.98
SP1;16/03/2008;Ath Madrid;Levante;3;0;H;2;0;H;1.28;5.25;11;1.65
SP1;16/03/2008;Espanol;Mallorca;2;1;H;0;1;A;2.1;3.25;3.6;1.91
SP1;16/03/2008;Getafe;Santander;2;1;H;0;0;D;2.2;3.2;3.4;2.18
SP1;16/03/2008;Valladolid;Osasuna;0;0;D;0;0;D;2.1;3.3;3.5;2.13
