Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;odd_H;odd_D;odd_A;odd_over25
SP1;28/08/2010;Hercules;Ath Bilbao;0;1;A;0;0;D;2.5;3.25;2.8;2.12
SP1;28/08/2010;Levante;Sevilla;1;4;A;1;2;A;3.6;3.5;2;1.95
SP1;28/08/2010;Malaga;Valencia;1;3;A;1;1;D;2.88;3.3;2.4;2.04
SP1;29/08/2010;Espanol;Getafe;3;1;H;1;0;H;2.1;3.3;3.5;2.25
SP1;29/08/2010;La Coruna;Zaragoza;0;0;D;0;0;D;2.1;3.3;3.5;2.21
SP1;29/08/2010;Mallorca;Real Madrid;0;0;D;0;0;D;8;4.75;1.36;1.57
SP1;29/08/2010;Osasuna;Almeria;0;0;D;0;0;D;2;3.4;3.75;2.23
SP1;29/08/2010;Santander;Barcelona;0;3;A;0;2;A;15;6;1.2;1.45
SP1;29/08/2010;Sociedad;Villarreal;1;0;H;0;0;D;3;3.25;2.38;2.07
SP1;30/08/2010;Ath Madrid;Sp Gijon;4;0;H;2;0;H;1.53;4;6;1.74
SP1;11/09/2010;Ath Bilbao;Ath Madrid;1;2;A;0;1;A;3;3.25;2.38;1.86
SP1;11/09/2010;Barcelona;Hercules;0;2;A;0;1;A;1.06;11;34;1.26
SP1;11/09/2010;Real Madrid;Osasuna;1;0;H;0;0;D;1.17;6.5;17;1.46
SP1;11/09/2010;Valencia;Santander;1;0;H;1;0;H;1.44;4.33;7;1.81
SP1;12/09/2010;Getafe;Levante;4;1;H;2;1;H;1.57;3.8;6;1.88
SP1;12/09/2010;Sevilla;La Coruna;0;0;D;0;0;D;1.5;4;7;1.92
SP1;12/09/2010;Sp Gijon;Mallorca;2;0;H;0;0;D;2.4;3.3;2.9;2.08
SP1;12/09/2010;Villarreal;Espanol;4;0;H;2;0;H;1.8;3.5;4.5;2.02
SP1;12/09/2010;Zaragoza;Malaga;3;5;A;1;5;A;1.91;3.4;4;2.07
SP1;13/09/2010;Almeria;Sociedad;2;2;D;1;2;A;2.2;3.25;3.3;2.27
SP1;18/09/2010;Espanol;Almeria;1;0;H;0;0;D;2;3.3;3.75;2.13
