Div;Date;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;odd_H;odd_D;odd_A;odd_over25
SP1;12/09/2020;Eibar;Celta;0;0;D;0;0;D;2.5;3.25;2.9;2.3
SP1;12/09/2020;Granada;Ath Bilbao;2;0;H;0;0;D;2.75;3.1;2.75;2.5
SP1;12/09/2020;Cadiz;Osasuna;0;2;A;0;1;A;2.8;3;2.75;2.75
SP1;13/09/2020;Alaves;Betis;0;1;A;0;0;D;2.8;3.2;2.6;2.2
SP1;13/09/2020;Valladolid;Sociedad;1;1;D;1;0;H;2.8;3.2;2.6;2.3
SP1;13/09/2020;Villarreal;Huesca;1;1;D;0;1;A;1.57;4;6;1.9
SP1;13/09/2020;Valencia;Levante;4;2;H;2;2;D;2.1;3.5;3.5;1.8
SP1;19/09/2020;Villarreal;Eibar;2;1;H;0;0;D;1.57;4;6;1.9
SP1;19/09/2020;Getafe;Osasuna;1;0;H;0;0;D;1.95;3.25;4.33;2.75
SP1;19/09/2020;Celta;Valencia;2;1;H;1;0;H;2.2;3.6;3.1;2
SP1;20/09/2020;Huesca;Cadiz;0;2;A;0;1;A;2.1;3.1;4;2.62
SP1;20/09/2020;Betis;Valladolid;2;0;H;2;0;H;1.85;3.6;4.33;2.1
SP1;20/09/2020;Granada;Alaves;2;1;H;1;1;D;2.05;3.1;4.2;2.75
SP1;20/09/2020;Sociedad;Real Madrid;0;0;D;0;0;D;4.75;3.8;1.72;1.72
SP1;26/09/2020;Alaves;Getafe;0;0;D;0;0;D;3.5;2.9;2.37;3.2
SP1;26/09/2020;Valencia;Huesca;1;1;D;1;0;H;2;3.4;4;2.1
SP1;26/09/2020;Elche;Sociedad;0;3;A;0;0;D;4.2;3.3;1.95;2.5
SP1;26/09/2020;Betis;Real Madrid;2;3;A;2;1;H;4;4;1.8;1.72
SP1;27/09/2020;Osasuna;Levante;1;3;A;1;1;D;2.3;3.2;3.25;2.1
SP1;27/09/2020;Eibar;Ath Bilbao;1;2;A;0;1;A;3;3;2.55;2.75
SP1;27/09/2020;Ath Madrid;Granada;6;1;H;1;0;H;1.5;4;7.5;2.3
SP1;27/09/2020;Cadiz;Sevilla;1;3;A;0;0;D;5;3.6;1.7;2.5
SP1;27/09/2020;Valladolid;Celta;1;1;D;0;1;A;2.8;3;2.7;3
SP1;27/09/2020;Barcelona;Villarreal;4;0;H;4;0;H;1.53;4.33;6;1.5
SP1;29/09/2020;Sociedad;Valencia;0;1;A;0;0;D;1.53;4.2;5.75;1.8
SP1;29/09/2020;Getafe;Betis;3;0;H;3;0;H;2.45;3.1;3;2.5
SP1;30/09/2020;Huesca;Ath Madrid;0;0;D;0;0;D;7.5;4.2;1.45;2.2
SP1;30/09/2020;Villarreal;Alaves;3;1;H;2;1;H;1.57;3.8;5.75;2
SP1;30/09/2020;Eibar;Elche;0;1;A;0;1;A;1.8;3.5;4.5;2.5
SP1;30/09/2020;Real Madrid;Valladolid;1;0;H;0;0;D;1.22;6;11;1.57
SP1;01/10/2020;Ath Bilbao;Cadiz;0;1;A;0;0;D;1.53;3.8;6.5;2.5
SP1;01/10/2020;Sevilla;Levante;1;0;H;0;0;D;1.4;4.5;7.5;1.72
SP1;01/10/2020;Celta;Barcelona;0;3;A;0;1;A;5.75;4.2;1.53;1.61
SP1;03/10/2020;Valladolid;Eibar;1;2;A;1;1;D;2.35;3;3.4;2.5
SP1;03/10/2020;Ath Madrid;Villarreal;0;0;D;0;0;D;1.61;3.9;5.5;1.9
SP1;03/10/2020;Elche;Huesca;0;0;D;0;0;D;3.1;3.1;2.45;2.5
SP1;03/10/2020;Sociedad;Getafe;3;0;H;1;0;H;2.25;3.1;3.5;2.5
SP1;03/10/2020;Valencia;Betis;0;2;A;0;1;A;2.8;3.2;2.6;2.1
SP1;04/10/2020;Osasuna;Celta;2;0;H;1;0;H;2.7;3.1;2.75;2.3
SP1;04/10/2020;Alaves;Ath Bilbao;1;0;H;0;0;D;3.3;2.9;2.37;3
SP1;04/10/2020;Levante;Real Madrid;0;2;A;0;1;A;6;4.5;1.5;1.53
SP1;04/10/2020;Cadiz;Granada;1;1;D;0;1;A;3;3;2.6;2.75
SP1;04/10/2020;Barcelona;Sevilla;1;1;D;1;1;D;1.57;4.33;5.25;1.53
SP1;17/10/2020;Granada;Sevilla;1;0;H;0;0;D;4.2;3.4;1.9;2.2
SP1;17/10/2020;Celta;Ath Madrid;0;2;A;0;1;A;5.5;3.3;1.75;2.5
SP1;17/10/2020;Real Madrid;Cadiz;0;1;A;0;1;A;1.18;7;15;1.61
SP1;17/10/2020;Getafe;Barcelona;1;0;H;0;0;D;4.75;3.8;1.72;1.9
SP1;18/10/2020;Eibar;Osasuna;0;0;D;0;0;D;2.6;3;3;2.5
SP1;18/10/2020;Ath Bilbao;Levante;2;0;H;0;0;D;2.05;3.2;4;2.2
SP1;18/10/2020;Villarreal;Valencia;2;1;H;1;1;D;1.6;4;5.25;1.72
SP1;18/10/2020;Alaves;Elche;0;2;A;0;1;A;1.75;3.3;5.5;2.75
SP1;18/10/2020;Huesca;Valladolid;2;2;D;0;1;A;2.25;2.9;3.8;3.2
SP1;18/10/2020;Betis;Sociedad;0;3;A;0;1;A;2.5;3.25;2.9;1.9
SP1;23/10/2020;Elche;Valencia;2;1;H;2;0;H;3.2;3.1;2.4;2.3
SP1;24/10/2020;Barcelona;Real Madrid;1;3;A;1;1;D;2;3.6;3.6;1.66
SP1;24/10/2020;Osasuna;Ath Bilbao;1;0;H;0;0;D;3.25;2.9;2.4;2.75
SP1;24/10/2020;Sevilla;Eibar;0;1;A;0;1;A;1.45;4.33;7.5;2
SP1;24/10/2020;Ath Madrid;Betis;2;0;H;0;0;D;1.55;3.8;6.5;2.1
SP1;25/10/2020;Valladolid;Alaves;0;2;A;0;0;D;2.3;2.9;3.5;3.2
SP1;25/10/2020;Cadiz;Villarreal;0;0;D;0;0;D;3.6;3.3;2.1;2.3
SP1;25/10/2020;Getafe;Granada;0;1;A;0;1;A;1.85;3.1;5;3.2
SP1;25/10/2020;Sociedad;Huesca;4;1;H;1;0;H;1.57;3.75;6;2.2
SP1;26/10/2020;Levante;Celta;1;1;D;0;0;D;2.37;3.25;3;2.1
SP1;30/10/2020;Eibar;Cadiz;0;2;A;0;2;A;2.55;2.75;3.3;3.5
SP1;31/10/2020;Real Madrid;Huesca;4;1;H;2;0;H;1.33;5.25;9;1.66
SP1;31/10/2020;Ath Bilbao;Sevilla;2;1;H;0;1;A;3;3;2.6;2.75
SP1;31/10/2020;Osasuna;Ath Madrid;1;3;A;0;1;A;5.5;3.3;1.75;2.37
SP1;31/10/2020;Alaves;Barcelona;1;1;D;1;0;H;6.5;4.75;1.44;1.61
SP1;01/11/2020;Betis;Elche;3;1;H;2;0;H;1.45;4.33;7.5;1.9
SP1;01/11/2020;Celta;Sociedad;1;4;A;0;2;A;3;3.2;2.45;2.2
SP1;01/11/2020;Granada;Levante;1;1;D;1;1;D;2.25;3.2;3.4;2.2
SP1;01/11/2020;Valencia;Getafe;2;2;D;1;0;H;3.1;3.1;2.45;3
SP1;02/11/2020;Villarreal;Valladolid;2;0;H;2;0;H;1.61;4;5.5;1.9
SP1;06/11/2020;Elche;Celta;1;1;D;1;1;D;4;3.3;1.95;2.37
SP1;07/11/2020;Huesca;Eibar;1;1;D;0;1;A;2.05;3.3;3.6;2.62
SP1;07/11/2020;Barcelona;Betis;5;2;H;1;1;D;1.4;5;7.5;1.44
SP1;07/11/2020;Sevilla;Osasuna;1;0;H;0;0;D;1.5;4;7;2.1
SP1;07/11/2020;Ath Madrid;Cadiz;4;0;H;2;0;H;1.4;4.2;10;2.5
SP1;08/11/2020;Getafe;Villarreal;1;3;A;1;2;A;2.5;3.1;3;2.5
SP1;08/11/2020;Sociedad;Granada;2;0;H;2;0;H;1.65;3.8;5.25;2
SP1;08/11/2020;Levante;Alaves;1;1;D;0;1;A;2.15;3.4;3.4;2.1
SP1;08/11/2020;Valladolid;Ath Bilbao;2;1;H;1;0;H;3.3;2.9;2.37;2.75
SP1;08/11/2020;Valencia;Real Madrid;4;1;H;2;1;H;6;4.75;1.45;1.57
SP1;20/11/2020;Osasuna;Huesca;1;1;D;0;1;A;2.4;3;3.25;2.5
SP1;21/11/2020;Levante;Elche;1;1;D;1;0;H;1.57;4;5.75;1.87
SP1;21/11/2020;Villarreal;Real Madrid;1;1;D;0;1;A;2.87;3.8;2.25;1.53
SP1;21/11/2020;Sevilla;Celta;4;2;H;2;2;D;1.72;3.6;5.25;2.1
SP1;21/11/2020;Ath Madrid;Barcelona;1;0;H;1;0;H;2.9;3.5;2.37;1.8
SP1;22/11/2020;Eibar;Getafe;0;0;D;0;0;D;3.4;3;2.35;3
SP1;22/11/2020;Cadiz;Sociedad;0;1;A;0;0;D;4;3.8;1.85;2.37
SP1;22/11/2020;Granada;Valladolid;1;3;A;0;1;A;2.1;3.2;3.8;2.62
SP1;22/11/2020;Alaves;Valencia;2;2;D;2;0;H;2.7;3.2;2.8;2.3
SP1;23/11/2020;Ath Bilbao;Betis;4;0;H;2;0;H;2.2;3.3;3.4;2.2
SP1;27/11/2020;Valladolid;Levante;1;1;D;0;0;D;2.55;3.3;2.8;1.9
SP1;28/11/2020;Elche;Cadiz;1;1;D;1;0;H;3.2;3;2.45;2.75
SP1;28/11/2020;Valencia;Ath Madrid;0;1;A;0;0;D;4.75;3.8;1.72;2.1
SP1;28/11/2020;Huesca;Sevilla;0;1;A;0;0;D;4;3.3;2;2.2
SP1;28/11/2020;Real Madrid;Alaves;1;2;A;0;1;A;1.33;5.25;9;1.57
SP1;29/11/2020;Barcelona;Osasuna;4;0;H;2;0;H;1.25;6;11;1.44
SP1;29/11/2020;Getafe;Ath Bilbao;1;1;D;0;1;A;2.8;2.9;2.8;3.2
SP1;29/11/2020;Celta;Granada;3;1;H;1;1;D;2;3.5;3.75;2.2
SP1;29/11/2020;Sociedad;Villarreal;1;1;D;1;1;D;2.1;3.6;3.4;1.72
SP1;30/11/2020;Betis;Eibar;0;2;A;0;0;D;1.75;3.75;4.5;1.9
SP1;04/12/2020;Ath Bilbao;Celta;0;2;A;0;0;D;2.05;3.25;3.8;2.2
SP1;05/12/2020;Levante;Getafe;3;0;H;2;0;H;2.9;3.1;2.55;2.3
SP1;05/12/2020;Sevilla;Real Madrid;0;1;A;0;0;D;2.5;3.5;2.7;1.8
SP1;05/12/2020;Ath Madrid;Valladolid;2;0;H;0;0;D;1.4;4.33;9.5;2.2
SP1;05/12/2020;Cadiz;Barcelona;2;1;H;1;0;H;8.5;5;1.36;1.66
SP1;06/12/2020;Granada;Huesca;3;3;D;1;1;D;2.3;3.1;3.4;2.37
SP1;06/12/2020;Osasuna;Betis;0;2;A;0;0;D;2.62;3.3;2.7;2
SP1;06/12/2020;Villarreal;Elche;0;0;D;0;0;D;1.3;5.5;9.5;1.66
SP1;06/12/2020;Alaves;Sociedad;0;0;D;0;0;D;4.75;3.5;1.8;2.2
SP1;07/12/2020;Eibar;Valencia;0;0;D;0;0;D;2.45;3.1;3.1;2.3
SP1;11/12/2020;Valladolid;Osasuna;3;2;H;1;2;A;2.5;3.1;3;2.5
SP1;12/12/2020;Valencia;Ath Bilbao;2;2;D;1;0;H;3.25;3.1;2.35;2.3
SP1;12/12/2020;Getafe;Sevilla;0;1;A;0;0;D;3.75;3.2;2.1;2.5
SP1;12/12/2020;Huesca;Alaves;1;0;H;0;0;D;2.2;3.2;3.5;2.3
SP1;12/12/2020;Real Madrid;Ath Madrid;2;0;H;1;0;H;2.3;3.3;3.1;2.1
SP1;13/12/2020;Sociedad;Eibar;1;1;D;1;0;H;1.6;3.75;6;2.1
SP1;13/12/2020;Betis;Villarreal;1;1;D;0;1;A;3.1;3.5;2.25;1.8
SP1;13/12/2020;Elche;Granada;0;1;A;0;1;A;3.4;3.1;2.3;2.5
SP1;13/12/2020;Barcelona;Levante;1;0;H;0;0;D;1.22;7;11;1.33
SP1;14/12/2020;Celta;Cadiz;4;0;H;4;0;H;1.72;3.6;5.25;2.3
SP1;15/12/2020;Real Madrid;Ath Bilbao;3;1;H;1;0;H;1.53;4.33;5.75;1.87
SP1;16/12/2020;Barcelona;Sociedad;2;1;H;2;1;H;1.6;4.5;5;1.53
SP1;18/12/2020;Ath Bilbao;Huesca;2;0;H;0;0;D;1.9;3.3;4.33;2.3
SP1;19/12/2020;Ath Madrid;Elche;3;1;H;1;0;H;1.2;6;19;2
SP1;19/12/2020;Barcelona;Valencia;2;2;D;1;1;D;1.3;6;8.5;1.36
SP1;19/12/2020;Levante;Sociedad;2;1;H;1;1;D;3.4;3.4;2.15;2
SP1;19/12/2020;Osasuna;Villarreal;1;3;A;0;2;A;3.6;3.4;2.1;2.1
SP1;19/12/2020;Sevilla;Valladolid;1;1;D;1;0;H;1.53;3.75;7.5;2.2
